NAME,ADDRESS,longitude,latitude
LSC BLDG. Boutique Hotel,"WJR7+7R6, Merchan St, Lucena City, 4301 Quezon",13.940688686071734    121.61446370097129,
Bamboo Boutique Hotel Lucena,"WJ59+4G3, Dalahican Rd, Lucena City, 4301 Quezon",13.90779941527986      121.61884020431513,
Jaelle Residences,"13.935542488356848, 121.61140710001514",13.935543789988966    121.61140978222423,
Nathan's Luxurious Place,"Phase 1B, Via Tivoli Street corner via Latina, Citta Grande Subdivision, B2 L15, Lucena City, 4301 Quezon",13.93529909002276      121.59262957670154,
El Coco Boutique Hotel,"Brgy, 65 Dalahican Rd, Lucena City, 4301 Quezon",13.940895287647637    121.62376076873329,
Quezon Premier Hotel Lucena,"XJ62+H7J Barangay Domoit, 1, Lucena City, 4301 Quezon",13.96236869329489      121.60050049162459,
The Guest House,"1229 H&E Building, 1, Lucena City, 4301",13.956771906633247    121.57218213958896,
ANNI'S BEACH HOUSE,"TALISAY ROAD PUROK TALISAY BRGY, Lucena City, 4301 Quezon",13.909261369493247    121.64382480583892,
Villa Yumi,"Lot 5, Enverga Village Site, Block 9 Netherlands St, Lucena City, 4301 Quezon",13.953527530271096    121.62579611580604,
Villa Elizabeth Beach Resort,"WJ5R+57Q, Road, Lucena City, 4301 Quezon",13.909511311143282     121.64090656235213,
Casakarina-Quezonprovince,"University Site Village, 150 Bangkok street, corner Poland St, Lucena City, 4301 Quezon",13.956140200005645    121.62145816235208,
"Sleep, Eat, Relax with Serenity","Lopez St, Lucena City, 4301 Quezon",13.938397252492704    121.60480700833934,
The C Residences St. Jude,"Blk 18 Lot 9, Phase 1, St. Jude Subdivision, Lucena City, 4301 Quezon",13.924016132863093    121.62281785442447,
Richviel's Transient House - Lucena City,"Malindang, SunRidge Ville 2, Lucena City, 4301 Quezon",13.960608816380422    121.56504903958898,
Lucena Transient Meg's Apartment,"SM, Near, Lucena City, 4301 Quezon",13.939581583138958    121.62903020097052,
Metronook lucena,"WJP9+7R8, 176 Calumpit, Lucena City, 4301 Quezon",13.937082479663788    121.61933133291153,
The Star Garden Tower Hotel,"2948-B Quezon Ave, Lucena City, 4301 Quezon",13.93925821277088      121.61288354751662,
Dwelling Bliss Bed & Breakfast and Café,"1110 Pearl, Pleasantville Subdivision, Lucena City, 4301 Quezon",13.941340781250464    121.60636041501677,
Edrine's Transient Lucena City,"2244 Purok Bagong Silang, Lucena City, 4307 Quezon",13.917466057113911     121.60601466729634,
CSD apartelle,"277 Ilang-Ilang St., zaballero, Lucena City, 4301 Quezon",13.94507370008556      121.61058505465228,
Home space transient lucena,"2410 Tayabas - Lucena Road, Lucena City, 4301 Quezon",13.97905801014672      121.61058505411157,
Lady Luck Hotel,"WJP6+M4C, Old Manila S Rd, Lucena City, 4301 Quezon",13.937378053644482    121.61019002019486,
Hotel Pol Ocampo,"1-A Quezon Ave, Lucena City, 4301 Quezon",13.943692279278912    121.61450568513989,
Casa Famosa,"XH7Q+5F5, Lucena City, 4301 Quezon",13.963355358532791    121.58852533442519,
Noyah Escape,"WHXM+8M8, Lucena City, 4301 Quezon",13.948976922778332    121.58413248513988,
J&J Staycation Lucena,"B9 L13 Andaman Avenue, Alpsville 3 Subd, Lucena City, 4301",13.943383763386828    121.63299883094562,
Downtown's Hideaway,"A1 House, Sacred Heart Subdivision, Lucena City, 4301 Quezon",13.941607227857522    121.61522985444911,
Villa Prima,"Lot 755-A4, Ilayang Talim, Lucena City, 4301 Quezon",13.935355335253238    121.57391160048527,
Meney Space Rental - Luna's Casita,"Sisa St, Lucena City, 4301 Quezon",13.935931773922148    121.60943500048529,
Casa Dia,"WH9P+H38, Brgy Sitio Lilay, Lucena City, 4301 Quezon",13.918958327609753    121.58527333117608,
Marmel Residence,"Block 4 Lot 2 Harvard corner Bangkok Street Site, University Village, Ibabang Dupay, Lucena City, 4301",13.953708122395826    121.62175500048527,
Aicanard Transient House Lucena City- 4A,"Brgy, Village of St. Jude Phase 4A, Blk 4 Lot 19 St John 2, Lucena City, 4301 Quezon",13.934634083416931    121.63313526979447,
La Viva Private Resort,"Quezon Eco Tourism Rd, Lucena City, 4301 Quezon",13.93171425646027      121.57718585465291,
PRIMABELLA Resort and Events Place- Private Resort,"WJQ4+JPW, Amethyst St, Lucena City, 4301 Quezon",13.939186090259879    121.60684057071751,
Queen Mariett Island Nature Resort (Private Pool),"Villa Feliza, Andres Avenue, Barra Rd, Lucena City, 4301",13.901287031418004    121.61008838489722,
Down by the River Airbnb Transient House,"652, Regis Compound, Lucena City, 4301 Quezon",13.946251489322607    121.61565364256991,
Lucena Transient near Mount Carmel & QMC,"Hermana Fausta St, NA, Lucena City, 4301 Quezon",13.940024567152113    121.61263724256993,
Viggayan Residences,"Purok Baybayin 1, Urban 1029 Baybayin, Road St, Lucena City, 4301 Quezon",13.93967436139033      121.63216642722455,
AC Pleasantville Residence Space Rental,"Phase 2, Pleasantville Subdivision, Blk 38 Lot 9 Diamond St, Lucena City, 4301 Quezon",13.940351564206127    121.60581678489721,
Maxi's Transient house,"WJP3+XXC, Lucena City, 4301 Quezon",13.93743595057961      121.60489410497127,
R.V.S. 3D Transient,"3 Saint Florentina, Lucena City, 4301 Quezon",13.936467065082175    121.63290634256992,
Del Maro Resort,"WHGR+RW5, Lucena City, 4301 Quezon",13.927013786558799    121.59230548489721,
Lucena transient - lucena airbnb,"Purok 1, sariling atin, Tayabas - Lucena Road, Lucena City, 4301 Quezon",13.976603900842179    121.61037900024263,
Balagasan,"WJQ6+XH9, Hermana Fausta St, Lucena City, 4301 Quezon",13.939870135697024    121.61147770024265,
4J Lucena Transient House/Room,"Jael Subd, 1130 Mars St, Lucena City, 4301 Quezon",13.937995812969683    121.6070574196671,
Jepoy's Bed and Breakfast,"WJPM+6G9, Road, Lucena City, 4301 Quezon",13.935498960825349    121.63387655791534,
Crsty & Bdps Home Stay,"VSV PHASE 3 Road, Lucena City, 4301 Quezon",13.925856694466711    121.59479920024262,
Peaceful and Calm place,"Lucena City, Philippines",13.937548119580699    121.60498952889806,
Lovely Rental Unit with free Wi-Fi,"Lucena City, Philippines",13.937819606714799    121.6050839426542,
Couple Room in Lucena w/ NETFLIX & WiFI!!!,"Lucena City, Philippines",13.95396256062714      121.62162780785978,
Sto. Niño Whole House w/ 2 AC Bedrooms,"Lucena City, Philippines",13.959543608087627    121.60612773919411,
"Spacious,Netflix,Wifi, near 711,schools,w/parking.","Lucena City, Philippines",13.962160850493108    121.60980844521998,
Sto. Nino Homes Up and Down 2 bedroom with AC Apt.,"Lucena City, Philippines",13.95988712451156      121.60646867776627,
Simply Ur Home in Lucena,"Lucena City, Philippines",13.944371923298135    121.61210155511206,
Luxurious Place Mountain View Spacious with WIFI Near SM Lucena,"Lucena City, Philippines",13.935562596833332    121.59253644967211,
"J’s Cozy 2 Bedroom Transient house, Lucena City","Lucena City, Philippines",13.939019181804804    121.63044846624035,
budget transient house near sm Lucena 6pax,"Lucena City, Philippines",13.942899365072613    121.62355963759256,
NEW 2BR House in Lucena City near Sacred Heart,"Lucena City, Philippines",13.943632231971383    121.61362600338613,
Luxurious Place Cozy Spacious Family Suite with WIFI near SM Lucena,"Lucena City, Philippines",13.935743203239873    121.59299898159537,
Gsr Place Studio type unit room with kitchen.,"Lucena City, Philippines",13.93384531367924      121.60696697247123,
Townhouse Apartment near SM City Lucena,"Lucena City, Philippines",13.941918189953144    121.63104081165913,
Modern Italian-Inspired Vacation House!,"Lucena City, Philippines",13.935132181104446    121.59462738049241,
"Dubai Residence ""A sun-splashed Condo""","Lucena City, Philippines",13.94046058827071      121.6085233689556,
Dorm,"WJQ6+XFH, Hermana Fausta St, Lucena City, 4301 Quezon",13.94009033,121.6112309
Kamilya's Transient Home,"Lot 25 Blk, 12A Gallia, City of Tayabas, 4322 Quezon",13.96352815,121.5588185
Bunkmates ,"Lucena City, 4301 Quezon",13.95803506,121.5933543
"Transient and Boarding House Lucena City","WJX5+72C, Lucena City, 4301 Quezon",13.94840486,121.6074889
"Iced boarding & Room for Rent","0350 Lopez St, Jael subdivision, Lucena City, 4301 Quezon",13.93575065,121.6048291
CAC BOARDING HOUSE OWN BY JULIO FAMILY,"Brgy Quezon National High School, San Carlos City, 4301 Negros Occidental",13.93409128,121.605467
Mayeth`s Rental House,"WHGX+7CW, Lucena City, 4301 Quezon",13.92790146,121.597741
"BOARDING HAWS","18 Sisa St, Lucena City, 4301 Quezon",13.93669592,121.6101865
Boarding House,"WJVC+9HM, San Lorenzo, Subd, Lucena City, 4301 Quezon",13.94454027,121.6218011
Villanera Boarding house,"WJQF+FWQ, St Francis, Lucena City, 4301 Quezon",13.9392935,121.6251942
Peralta resident ,"WJJH+M32, Lucena City, 4301 Quezon",13.93207336,121.6275952
Merano Residence,"Red V. Purok Sariling Atin, 2465, Lucena City",13.94362848,121.628659
BRISTOL LA RESIDENCE,"Lot 2, Block 7C, Alpsville 3 Red V, Lucena City, 4301 Quezon",13.94590503,121.6312212
The Guest House,"1229 H&E Building, 1, Lucena City, 4301",13.95633459,121.5720677
Alpher's Crib,"Phase 1, Block 5, Lot 5, Purok Masagana, Lucena City, 4301 Quezon",13.9309018,121.5939789
Alda'/Sachi Home,"Phase1, block 5, lot 5, San isidro homes, Lucena City, 4301 Quezon",13.92723792,121.6002708
Kyle's Transient House,"phase 1, Silver creek subd, Lot 10, Blk 8 Palmview, Lucena City",13.94578259,121.6052627
"Down by the River Airbnb Transient House","652, Regis Compound, Lucena City, 4301 Quezon",13.94690139,121.6160016
"M.A Transient House Lucena","Purok Agawin Villa Juliana Subd Brgy Ibabang Dupay, Lucena City, 4301 Quezon",13.94353328,121.6235548
JMA Residence,"WJQG+33H, St Benedict, Lucena City, 4301 Quezon",13.93863044,121.6256334
K&R Transient House,"Jude st, Lucena City, 4301 Quezon",13.9248639,121.614188
GJ De Silva Lodging House,"RJ Ville Subdivision, Octans Street, Lucena City, 4301 Quezon",13.94256934,121.6303659
